model,optimizer,learning_rate,batch_size,fold,accuracy,precision,recall,f1_score,confusion_matrix
cnn,sgd,1e-05,16,3,0.5,0.0,0.0,0.0,"[[172, 0], [172, 0]]"
cnn,sgd,1e-05,16,4,0.5290697674418605,0.8125,0.0755813953488372,0.1382978723404255,"[[169, 3], [159, 13]]"
cnn,sgd,1e-05,16,5,0.5,0.5,1.0,0.6666666666666666,"[[0, 172], [0, 172]]"
cnn,sgd,1e-05,32,1,0.5,0.5,1.0,0.6666666666666666,"[[0, 172], [0, 172]]"
cnn,sgd,1e-05,32,2,0.4825581395348837,0.4901315789473684,0.8662790697674418,0.6260504201680672,"[[17, 155], [23, 149]]"
cnn,sgd,1e-05,32,3,0.5,0.5,1.0,0.6666666666666666,"[[0, 172], [0, 172]]"
cnn,sgd,1e-05,32,4,0.5,0.5,1.0,0.6666666666666666,"[[0, 172], [0, 172]]"
cnn,sgd,1e-05,32,5,0.5145348837209303,0.5193798449612403,0.3895348837209302,0.4451827242524916,"[[110, 62], [105, 67]]"
cnn,sgd,1e-05,64,1,0.5901162790697675,0.6565656565656566,0.377906976744186,0.4797047970479705,"[[138, 34], [107, 65]]"
cnn,sgd,1e-05,64,2,0.5,0.0,0.0,0.0,"[[172, 0], [172, 0]]"
cnn,sgd,1e-05,64,3,0.4912790697674418,0.2,0.005813953488372,0.0112994350282485,"[[168, 4], [171, 1]]"
cnn,sgd,1e-05,64,4,0.5581395348837209,0.75,0.1744186046511628,0.2830188679245283,"[[162, 10], [142, 30]]"
cnn,sgd,1e-05,64,5,0.5319767441860465,0.5462184873949579,0.377906976744186,0.4467353951890034,"[[118, 54], [107, 65]]"
cnn,sgd,1e-05,128,1,0.4883720930232558,0.375,0.0348837209302325,0.0638297872340425,"[[162, 10], [166, 6]]"
cnn,sgd,1e-05,128,2,0.4912790697674418,0.0,0.0,0.0,"[[169, 3], [172, 0]]"
cnn,sgd,1e-05,128,3,0.5,0.0,0.0,0.0,"[[172, 0], [172, 0]]"
cnn,sgd,1e-05,128,4,0.5261627906976745,0.513595166163142,0.9883720930232558,0.6759443339960238,"[[11, 161], [2, 170]]"
cnn,sgd,1e-05,128,5,0.5,0.0,0.0,0.0,"[[172, 0], [172, 0]]"
cnn,rmsprop,0.01,8,1,0.875,0.8524590163934426,0.9069767441860463,0.8788732394366198,"[[145, 27], [16, 156]]"
cnn,rmsprop,0.01,8,2,0.872093023255814,0.8636363636363636,0.8837209302325582,0.8735632183908046,"[[148, 24], [20, 152]]"
cnn,rmsprop,0.01,8,3,0.872093023255814,0.8440860215053764,0.9127906976744186,0.8770949720670391,"[[143, 29], [15, 157]]"
cnn,rmsprop,0.01,8,4,0.872093023255814,0.867816091954023,0.877906976744186,0.8728323699421965,"[[149, 23], [21, 151]]"
cnn,rmsprop,0.01,8,5,0.877906976744186,0.8611111111111112,0.9011627906976744,0.8806818181818182,"[[147, 25], [17, 155]]"
cnn,rmsprop,0.01,16,1,0.8662790697674418,0.8247422680412371,0.9302325581395348,0.8743169398907104,"[[138, 34], [12, 160]]"
cnn,rmsprop,0.01,16,2,0.8662790697674418,0.8315789473684211,0.9186046511627908,0.8729281767955801,"[[140, 32], [14, 158]]"
