model,optimizer,learning_rate,batch_size,fold,accuracy,precision,recall,f1_score,confusion_matrix
bigru,adam,0.01,8,1,0.8459302325581395,0.7989949748743719,0.9244186046511628,0.8571428571428571,"[[132, 40], [13, 159]]"
bigru,adam,0.01,8,2,0.8633720930232558,0.8378378378378378,0.9011627906976744,0.8683473389355743,"[[142, 30], [17, 155]]"
bigru,adam,0.01,8,3,0.811046511627907,0.7955801104972375,0.8372093023255814,0.8158640226628895,"[[135, 37], [28, 144]]"
bigru,adam,0.01,8,4,0.7994186046511628,0.7373271889400922,0.9302325581395348,0.8226221079691517,"[[115, 57], [12, 160]]"
bigru,adam,0.01,8,5,0.7965116279069767,0.755,0.877906976744186,0.8118279569892473,"[[123, 49], [21, 151]]"
bigru,adam,0.01,16,1,0.8459302325581395,0.7989949748743719,0.9244186046511628,0.8571428571428571,"[[132, 40], [13, 159]]"
bigru,adam,0.01,16,2,0.8488372093023255,0.8191489361702128,0.8953488372093024,0.8555555555555555,"[[138, 34], [18, 154]]"
bigru,adam,0.01,16,3,0.8488372093023255,0.8191489361702128,0.8953488372093024,0.8555555555555555,"[[138, 34], [18, 154]]"
bigru,adam,0.01,16,4,0.8633720930232558,0.8306878306878307,0.9127906976744186,0.8698060941828255,"[[140, 32], [15, 157]]"
bigru,adam,0.01,16,5,0.8343023255813954,0.7948717948717948,0.9011627906976744,0.8446866485013624,"[[132, 40], [17, 155]]"
bigru,adam,0.01,32,1,0.8633720930232558,0.8415300546448088,0.8953488372093024,0.8676056338028169,"[[143, 29], [18, 154]]"
bigru,adam,0.01,32,2,0.8459302325581395,0.8051282051282052,0.9127906976744186,0.8555858310626703,"[[134, 38], [15, 157]]"
bigru,adam,0.01,32,3,0.8662790697674418,0.842391304347826,0.9011627906976744,0.8707865168539326,"[[143, 29], [17, 155]]"
bigru,adam,0.01,32,4,0.872093023255814,0.8404255319148937,0.9186046511627908,0.8777777777777778,"[[142, 30], [14, 158]]"
bigru,adam,0.01,32,5,0.8372093023255814,0.79,0.9186046511627908,0.8494623655913979,"[[130, 42], [14, 158]]"
bigru,adam,0.01,64,1,0.8633720930232558,0.8415300546448088,0.8953488372093024,0.8676056338028169,"[[143, 29], [18, 154]]"
bigru,adam,0.01,64,2,0.877906976744186,0.8611111111111112,0.9011627906976744,0.8806818181818182,"[[147, 25], [17, 155]]"
bigru,adam,0.01,64,3,0.8517441860465116,0.827027027027027,0.8895348837209303,0.8571428571428571,"[[140, 32], [19, 153]]"
bigru,adam,0.01,64,4,0.8662790697674418,0.85,0.8895348837209303,0.8693181818181818,"[[145, 27], [19, 153]]"
bigru,adam,0.01,64,5,0.8604651162790697,0.8522727272727273,0.872093023255814,0.8620689655172413,"[[146, 26], [22, 150]]"
bigru,adam,0.01,128,1,0.8517441860465116,0.8457142857142858,0.8604651162790697,0.8530259365994236,"[[145, 27], [24, 148]]"
bigru,adam,0.01,128,2,0.872093023255814,0.8516483516483516,0.9011627906976744,0.8757062146892656,"[[145, 27], [17, 155]]"
bigru,adam,0.01,128,3,0.8546511627906976,0.8426966292134831,0.872093023255814,0.8571428571428571,"[[144, 28], [22, 150]]"
